Reaction identifier	Your list:...006E2U	Equation	ChEBI identifier	Enzyme class	Enzymes
RHEA:51752	2.5.1.136	a 2-acylphloroglucinol + dimethylallyl diphosphate = a 2-acyl-4-prenylphloroglucinol + diphosphate	CHEBI:134386;CHEBI:57623;CHEBI:134371;CHEBI:33019	EC:2.5.1.136 2-acylphloroglucinol 4-prenyltransferase	2
RHEA:51764	2.5.1.136	phlorisovalerophenone + dimethylallyl diphosphate = 4-prenylphlorisovalerophenone + diphosphate	CHEBI:15951;CHEBI:57623;CHEBI:134341;CHEBI:33019	EC:2.5.1.136 2-acylphloroglucinol 4-prenyltransferase	0
RHEA:51768	2.5.1.136	2-methyl-1-(2,4,6-trihydroxyphenyl)butan-1-one + dimethylallyl diphosphate = 4-prenylphlormethylbutanophenone + diphosphate	CHEBI:134326;CHEBI:57623;CHEBI:134340;CHEBI:33019	EC:2.5.1.136 2-acylphloroglucinol 4-prenyltransferase	0
RHEA:51772	2.5.1.136	phlorisobutanophenone + dimethylallyl diphosphate = 4-prenylphlorisobutanophenone + diphosphate	CHEBI:133419;CHEBI:57623;CHEBI:134342;CHEBI:33019	EC:2.5.1.136 2-acylphloroglucinol 4-prenyltransferase	0
RHEA:51876	2.5.1.136	2',4,4',6'-tetrahydroxychalcone + dimethylallyl diphosphate = desmethylxanthohumol + diphosphate	CHEBI:15413;CHEBI:57623;CHEBI:80489;CHEBI:33019	EC:2.5.1.136 2-acylphloroglucinol 4-prenyltransferase	1
RHEA:51884	5.1.1.22	L-proline betaine = D-proline betaine	CHEBI:35280;CHEBI:134398	EC:5.1.1.22 4-hydroxyproline betaine 2-epimerase	2
RHEA:51888	1.1.1.404	2,3,5,6-tetrachlorohydroquinone + NAD(+) + H(+) = 2,3,5,6-tetrachloro-1,4-benzoquinone + NADH	CHEBI:57994;CHEBI:57540;CHEBI:15378;CHEBI:36703;CHEBI:57945	EC:1.1.1.404 tetrachlorobenzoquinone reductase	1
RHEA:51904	6.3.2.17	10-formyltetrahydrofolyl-(gamma-L-Glu)(n) + L-glutamate + ATP = 10-formyltetrahydrofolyl-(gamma-L-Glu)(n+1) + ADP + phosphate + H(+)	CHEBI:134413;CHEBI:29985;CHEBI:30616;CHEBI:456216;CHEBI:43474;CHEBI:15378	EC:6.3.2.17 tetrahydrofolate synthase	11547
RHEA:51912	6.3.2.17	(6R)-5,10-methylenetetrahydrofolyl-(gamma-L-Glu)(n) + L-glutamate + ATP = (6R)-5,10-methylenetetrahydrofolyl-(gamma-L-Glu)(n+1) + ADP + phosphate + H(+)	CHEBI:136572;CHEBI:29985;CHEBI:30616;CHEBI:456216;CHEBI:43474;CHEBI:15378	EC:6.3.2.17 tetrahydrofolate synthase	11547
RHEA:51936	1.8.5.7	2-(glutathione-S-yl)-hydroquinone + glutathione = hydroquinone + glutathione disulfide	CHEBI:134616;CHEBI:57925;CHEBI:17594;CHEBI:58297	EC:1.8.5.7 glutathionyl-hydroquinone reductase	2
RHEA:51944	2.1.1.343	8-amino-8-demethylriboflavin + 2 S-adenosyl-L-methionine = roseoflavin + 2 S-adenosyl-L-homocysteine + 2 H(+)	CHEBI:136518;CHEBI:59789;CHEBI:136521;CHEBI:57856;CHEBI:15378	EC:2.1.1.343 8-amino-8-demethylriboflavin N,N-dimethyltransferase	1
RHEA:51952	1.14.14.41	(E)-2-methylpropanal oxime + reduced [NADPH--hemoprotein reductase] + O2 = 2-hydroxy-2-methylpropanenitrile + oxidized [NADPH--hemoprotein reductase] + 2 H2O + H(+)	CHEBI:61143;CHEBI:57618;CHEBI:15379;CHEBI:15348;CHEBI:58210;CHEBI:15377;CHEBI:15378	EC:1.14.14.41 (E)-2-methylbutanal oxime monooxygenase	1
RHEA:51992	1.14.14.43	an (E)-omega-(methylsulfanyl)-alkanal oxime + glutathione + reduced [NADPH--hemoprotein reductase] + O2 = an S-[(1E)-1-(hydroxyimino)-omega-(methylsulfanyl)alkyl]-L-glutathione + oxidized [NADPH--hemoprotein reductase] + 2 H2O + H(+)	CHEBI:134680;CHEBI:57925;CHEBI:57618;CHEBI:15379;CHEBI:136061;CHEBI:58210;CHEBI:15377;CHEBI:15378	EC:1.14.14.43 (methylsulfanyl)alkanaldoxime N-monooxygenase	1
RHEA:52044	2.4.1.350	mogrol + UDP-alpha-D-glucose = mogroside IE + UDP + H(+)	CHEBI:138974;CHEBI:58885;CHEBI:138975;CHEBI:58223;CHEBI:15378	EC:2.4.1.350 mogroside IE synthase	4
RHEA:52104	2.4.3.1	a beta-D-galactoside + CMP-N-acetyl-beta-neuraminate = an N-acetyl-alpha-neuraminyl-(2->6)-beta-D-galactosyl derivative + CMP + H(+)	CHEBI:28034;CHEBI:57812;CHEBI:136398;CHEBI:60377;CHEBI:15378	EC:2.4.3.1 beta-galactoside alpha-(2,6)-sialyltransferase	2641
RHEA:52128	3.6.1.71	a 5'-end adenosine-5'-diphospho-5'-2'-deoxyribonucleoside-DNA + H2O = a 5'-end 5'-phospho-2'-deoxyribonucleoside-DNA + AMP + 2 H(+)	CHEBI:136413;CHEBI:15377;CHEBI:136412;CHEBI:456215;CHEBI:15378	EC:3.6.1.71 adenosine-5'-diphospho-5'-[DNA] diphosphatase	996
RHEA:52132	3.6.1.71	a 5'-end adenosine-5'-diphospho-5'-ribonucleoside-2'-deoxyribonucleotide-DNA + H2O = a 5'-end 5'-phospho-ribonucleoside-2'-deoxyribonucleotide-DNA + AMP + 2 H(+)	CHEBI:136414;CHEBI:15377;CHEBI:136415;CHEBI:456215;CHEBI:15378	EC:3.6.1.71 adenosine-5'-diphospho-5'-[DNA] diphosphatase	996
RHEA:52136	3.6.1.70	a 5'-end guanosine-5'-diphospho-5'-(2'-deoxyribonucleoside)-DNA + H2O = a 5'-end 5'-phospho-2'-deoxyribonucleoside-DNA + GMP + 2 H(+)	CHEBI:136418;CHEBI:15377;CHEBI:136412;CHEBI:58115;CHEBI:15378	EC:3.6.1.70 guanosine-5'-diphospho-5'-[DNA] diphosphatase	0
RHEA:52148	2.4.1.195	a (Z)-omega-(methylsulfanyl)alkyl-thiohydroximate + UDP-alpha-D-glucose = an aliphatic (Z)-desulfo-glucosinolate + UDP	CHEBI:187900;CHEBI:58885;CHEBI:192830;CHEBI:58223	EC:2.4.1.195 N-hydroxythioamide S-beta-glucosyltransferase	1
RHEA:52152	2.4.1.195	(Z)-2-(indol-3-yl)-1-thioacetohydroximate + UDP-alpha-D-glucose = (Z)-indolylmethyl desulfoglucosinolate + UDP	CHEBI:187899;CHEBI:58885;CHEBI:136527;CHEBI:58223	EC:2.4.1.195 N-hydroxythioamide S-beta-glucosyltransferase	1
RHEA:52156	1.14.14.44	(E)-phenylacetaldehyde oxime + reduced [NADPH--hemoprotein reductase] + O2 = (R)-mandelonitrile + oxidized [NADPH--hemoprotein reductase] + 2 H2O + H(+)	CHEBI:47793;CHEBI:57618;CHEBI:15379;CHEBI:18450;CHEBI:58210;CHEBI:15377;CHEBI:15378	EC:1.14.14.44 phenylacetaldehyde oxime monooxygenase	1
RHEA:52164	1.14.14.77	phenylacetonitrile + reduced [NADPH--hemoprotein reductase] + O2 = (R)-mandelonitrile + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)	CHEBI:25979;CHEBI:57618;CHEBI:15379;CHEBI:18450;CHEBI:58210;CHEBI:15377;CHEBI:15378	EC:1.14.14.77 phenylacetonitrile alpha-monooxygenase	1
RHEA:52180	1.14.14.45	(E)-(indol-3-yl)acetaldehyde oxime + glutathione + reduced [NADPH--hemoprotein reductase] + O2 = (E)-1-(glutathione-S-yl)-2-(1H-indol-3-yl)acetohydroximate + oxidized [NADPH--hemoprotein reductase] + 2 H2O + H(+)	CHEBI:17545;CHEBI:57925;CHEBI:57618;CHEBI:15379;CHEBI:136444;CHEBI:58210;CHEBI:15377;CHEBI:15378	EC:1.14.14.45 aromatic aldoxime N-monooxygenase	1
RHEA:52192	1.14.14.45	(E)-phenylacetaldehyde oxime + glutathione + reduced [NADPH--hemoprotein reductase] + O2 = (Z)-1-(glutathione-S-yl)-2-phenylacetohydroximate + oxidized [NADPH--hemoprotein reductase] + 2 H2O + H(+)	CHEBI:47793;CHEBI:57925;CHEBI:57618;CHEBI:15379;CHEBI:136447;CHEBI:58210;CHEBI:15377;CHEBI:15378	EC:1.14.14.45 aromatic aldoxime N-monooxygenase	1
RHEA:52216	3.2.1.143	[(1''->2')-ADP-alpha-D-ribose](n) + H2O = [(1''->2')-ADP-alpha-D-ribose](n-1) + ADP-D-ribose	CHEBI:142512;CHEBI:15377;CHEBI:57967	EC:3.2.1.143 poly(ADP-ribose) glycohydrolase	16
RHEA:52240	1.16.3.3	2 Mn(2+) + O2 + 2 H2O = 2 MnO2 + 4 H(+)	CHEBI:29035;CHEBI:15379;CHEBI:15377;CHEBI:136511;CHEBI:15378	EC:1.16.3.3 manganese oxidase	0
RHEA:52276	2.1.1.341	vanillate + (6S)-5,6,7,8-tetrahydrofolate = (6S)-5-methyl-5,6,7,8-tetrahydrofolate + 3,4-dihydroxybenzoate	CHEBI:16632;CHEBI:57453;CHEBI:18608;CHEBI:36241	EC:2.1.1.341 vanillate/3-O-methylgallate O-demethylase	1
RHEA:52280	2.1.1.341	3-O-methylgallate + (6S)-5,6,7,8-tetrahydrofolate = 3,4,5-trihydroxybenzoate + (6S)-5-methyl-5,6,7,8-tetrahydrofolate	CHEBI:19950;CHEBI:57453;CHEBI:16918;CHEBI:18608	EC:2.1.1.341 vanillate/3-O-methylgallate O-demethylase	1
RHEA:52316	2.4.3.6	a beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl derivative + CMP-N-acetyl-beta-neuraminate = an N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl derivative + CMP + H(+)	CHEBI:133507;CHEBI:57812;CHEBI:136545;CHEBI:60377;CHEBI:15378	EC:2.4.3.6 N-acetyllactosaminide alpha-2,3-sialyltransferase	18
RHEA:52324	1.14.14.47	3 reduced [flavodoxin] + 2 L-arginine + 4 O2 = 3 oxidized [flavodoxin] + 2 L-citrulline + 2 nitric oxide + 4 H2O + 5 H(+)	CHEBI:57618;CHEBI:32682;CHEBI:15379;CHEBI:58210;CHEBI:57743;CHEBI:16480;CHEBI:15377;CHEBI:15378	EC:1.14.14.47 nitric-oxide synthase (flavodoxin)	1895
RHEA:52376	2.1.5.1	(+)-sesamin monocatechol + (6S)-5,6,7,8-tetrahydrofolyl-(gamma-L-Glu)(n) = (+)-sesamin dicatechol + (6R)-5,10-methylenetetrahydrofolyl-(gamma-L-Glu)(n)	CHEBI:136542;CHEBI:141005;CHEBI:136543;CHEBI:136572	EC:2.1.5.1 sesamin methylene transferase	1
RHEA:52384	2.5.1.140	O-phospho-L-serine + L-glutamate = N-[(2S)-2-amino-2-carboxyethyl]-L-glutamate + phosphate + H(+)	CHEBI:57524;CHEBI:29985;CHEBI:134610;CHEBI:43474;CHEBI:15378	EC:2.5.1.140 N-(2-amino-2-carboxyethyl)-L-glutamate synthase	20
RHEA:52388	2.7.1.219	D-threonate + ATP = 4-O-phospho-D-threonate + ADP + H(+)	CHEBI:45912;CHEBI:30616;CHEBI:136590;CHEBI:456216;CHEBI:15378	EC:2.7.1.219 D-threonate 4-kinase	4
RHEA:52392	2.7.1.220	D-erythronate + ATP = 4-phospho-D-erythronate + ADP + H(+)	CHEBI:136591;CHEBI:30616;CHEBI:58766;CHEBI:456216;CHEBI:15378	EC:2.7.1.220 D-erythronate 4-kinase	1
RHEA:52396	1.1.1.408	4-O-phospho-D-threonate + NAD(+) = dihydroxyacetone phosphate + CO2 + NADH	CHEBI:136590;CHEBI:57540;CHEBI:57642;CHEBI:16526;CHEBI:57945	EC:1.1.1.408 4-phospho-D-threonate 3-dehydrogenase	166
RHEA:52424	2.4.1.41	L-threonyl-[protein] + UDP-N-acetyl-alpha-D-galactosamine = 3-O-[N-acetyl-alpha-D-galactosaminyl]-L-threonyl-[protein] + UDP + H(+)	CHEBI:30013;CHEBI:67138;CHEBI:87075;CHEBI:58223;CHEBI:15378	EC:2.4.1.41 polypeptide N-acetylgalactosaminyltransferase	1750
RHEA:52432	4.3.1.15	(R)-2,3-diaminopropanoate + H2O + H(+) = pyruvate + 2 NH4(+)	CHEBI:136599;CHEBI:15377;CHEBI:15378;CHEBI:15361;CHEBI:28938	EC:4.3.1.15 diaminopropionate ammonia-lyase	4
RHEA:52512	1.5.5.3	trans-4-hydroxy-L-proline + a quinone = (3R,5S)-1-pyrroline-3-hydroxy-5-carboxylate + a quinol + H(+)	CHEBI:58375;CHEBI:132124;CHEBI:62612;CHEBI:24646;CHEBI:15378	EC:1.5.5.3 hydroxyproline dehydrogenase	598
RHEA:52540	2.4.2.2	cytidine + phosphate = cytosine + alpha-D-ribose 1-phosphate	CHEBI:17562;CHEBI:43474;CHEBI:16040;CHEBI:57720	EC:2.4.2.2 pyrimidine-nucleoside phosphorylase	6919
RHEA:52544	1.1.1.410	D-erythronate + NAD(+) = 2-dehydro-D-erythronate + NADH + H(+)	CHEBI:136591;CHEBI:57540;CHEBI:136668;CHEBI:57945;CHEBI:15378	EC:1.1.1.410 D-erythronate 2-dehydrogenase	2
RHEA:52548	1.1.1.411	L-threonate + NAD(+) = 2-dehydro-L-erythronate + NADH + H(+)	CHEBI:57561;CHEBI:57540;CHEBI:136669;CHEBI:57945;CHEBI:15378	EC:1.1.1.411 L-threonate 2-dehydrogenase	3449
RHEA:52584	1.1.1.395	chenodeoxycholoyl-CoA + NAD(+) = 7alpha-hydroxy-3-oxochol-24-oyl-CoA + NADH + H(+)	CHEBI:62989;CHEBI:57540;CHEBI:136698;CHEBI:57945;CHEBI:15378	EC:1.1.1.395 3alpha-hydroxybile acid CoA 3-dehydrogenase	2
RHEA:52588	1.1.1.395	choloyl-CoA + NAD(+) = 7alpha,12alpha-dihydroxy-3-oxochol-24-oyl-CoA + NADH + H(+)	CHEBI:57373;CHEBI:57540;CHEBI:136700;CHEBI:57945;CHEBI:15378	EC:1.1.1.395 3alpha-hydroxybile acid CoA 3-dehydrogenase	2
RHEA:52592	1.1.1.395	deoxycholoyl-CoA + NAD(+) = 12alpha-hydroxy-3-oxocholan-24-oyl-CoA + NADH + H(+)	CHEBI:58810;CHEBI:57540;CHEBI:136701;CHEBI:57945;CHEBI:15378	EC:1.1.1.395 3alpha-hydroxybile acid CoA 3-dehydrogenase	2
RHEA:52596	1.1.1.395	lithocholoyl-CoA + NAD(+) = 3-oxocholan-24-oyl-CoA + NADH + H(+)	CHEBI:87438;CHEBI:57540;CHEBI:136703;CHEBI:57945;CHEBI:15378	EC:1.1.1.395 3alpha-hydroxybile acid CoA 3-dehydrogenase	2
RHEA:52644	3.1.1.25,3.1.1.104	D-xylono-1,4-lactone 5-phosphate + H2O = 5-phospho-D-xylonate + H(+)	CHEBI:136751;CHEBI:15377;CHEBI:136749;CHEBI:15378	EC:3.1.1.25 1,4-lactonase;EC:3.1.1.104 5-phospho-D-xylono-1,4-lactonase	2
RHEA:52648	3.1.1.25,3.1.1.104	L-arabino-1,4-lactone 5-phosphate + H2O = 5-phospho-L-arabinonate + H(+)	CHEBI:136753;CHEBI:15377;CHEBI:136756;CHEBI:15378	EC:3.1.1.25 1,4-lactonase;EC:3.1.1.104 5-phospho-D-xylono-1,4-lactonase	2
RHEA:52660	6.2.1.n2	an L-alpha-amino acid + holo-[ACP] + ATP = an L-alpha-aminoacyl-[ACP] + AMP + diphosphate	CHEBI:59869;CHEBI:64479;CHEBI:30616;CHEBI:138175;CHEBI:456215;CHEBI:33019	EC:6.2.1.n2 amino acid--[acyl-carrier-protein] ligase	3
RHEA:52664	4.2.1.150	a short-chain (3S)-3-hydroxyacyl-CoA = a short-chain (2E)-enoyl-CoA + H2O	CHEBI:136760;CHEBI:87488;CHEBI:15377	EC:4.2.1.150 short-chain-enoyl-CoA hydratase	4
RHEA:52724	2.8.2.38	an aliphatic (Z)-desulfo-glucosinolate + 3'-phosphoadenylyl sulfate = a (Z)-omega-(methylsulfanyl)-N-sulfo-alkylhydroximate S-glucoside + adenosine 3',5'-bisphosphate + H(+)	CHEBI:192830;CHEBI:58339;CHEBI:136434;CHEBI:58343;CHEBI:15378	EC:2.8.2.38 aliphatic desulfoglucosinolate sulfotransferase	2
RHEA:52752	3.2.1.205	isomaltose + H2O = beta-D-glucose + D-glucose	CHEBI:28189;CHEBI:15377;CHEBI:15903;CHEBI:4167	EC:3.2.1.205 isomaltose glucohydrolase	1
RHEA:52824	1.14.13.105	(1R,4R)-dihydrocarvone + NADPH + O2 + H(+) = (4R,7R)-4-isopropenyl-7-methyloxepan-2-one + NADP(+) + H2O	CHEBI:154;CHEBI:57783;CHEBI:15379;CHEBI:15378;CHEBI:228;CHEBI:58349;CHEBI:15377	EC:1.14.13.105 monocyclic monoterpene ketone monooxygenase	1
RHEA:52828	1.14.13.105	(1S,4R)-isodihydrocarvone + NADPH + O2 + H(+) = (3S,6R)-6-isopropenyl-3-methyloxepan-2-one + NADP(+) + H2O	CHEBI:166;CHEBI:57783;CHEBI:15379;CHEBI:15378;CHEBI:64232;CHEBI:58349;CHEBI:15377	EC:1.14.13.105 monocyclic monoterpene ketone monooxygenase	1
RHEA:52840	2.4.1.136	vanillate + UDP-alpha-D-glucose = 1-O-(4-hydroxy-3-methoxybenzoyl)-beta-D-glucose + UDP	CHEBI:16632;CHEBI:58885;CHEBI:71512;CHEBI:58223	EC:2.4.1.136 gallate 1-beta-glucosyltransferase	1
RHEA:52844	2.4.1.136	3,4-dihydroxybenzoate + UDP-alpha-D-glucose = 1-O-(3,4-dihydroxy-benzoyl)-beta-D-glucose + UDP	CHEBI:36241;CHEBI:58885;CHEBI:136876;CHEBI:58223	EC:2.4.1.136 gallate 1-beta-glucosyltransferase	3
RHEA:52856	1.5.8.4	(6S)-5,6,7,8-tetrahydrofolyl-(gamma-L-Glu)(n) + N,N-dimethylglycine + oxidized [electron-transfer flavoprotein] + H(+) = (6R)-5,10-methylenetetrahydrofolyl-(gamma-L-Glu)(n) + sarcosine + reduced [electron-transfer flavoprotein]	CHEBI:141005;CHEBI:58251;CHEBI:57692;CHEBI:15378;CHEBI:136572;CHEBI:57433;CHEBI:58307	EC:1.5.8.4 dimethylglycine dehydrogenase	3
RHEA:52884	1.7.1.16	N-phenylhydroxylamine + 2 NADP(+) + H2O = nitrobenzene + 2 NADPH + 2 H(+)	CHEBI:28902;CHEBI:58349;CHEBI:15377;CHEBI:27798;CHEBI:57783;CHEBI:15378	EC:1.7.1.16 nitrobenzene nitroreductase	2
RHEA:53208	1.14.14.90	daidzein + reduced [NADPH--hemoprotein reductase] + O2 = 2'-hydroxydaidzein + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)	CHEBI:77764;CHEBI:57618;CHEBI:15379;CHEBI:77800;CHEBI:58210;CHEBI:15377;CHEBI:15378	EC:1.14.14.90 isoflavone 2'-hydroxylase	0
RHEA:53268	5.1.3.31	L-ribulose = L-xylulose	CHEBI:16880;CHEBI:17399	EC:5.1.3.31 D-tagatose 3-epimerase	4
RHEA:53408	1.14.13.105	(1S,4R)-1-hydroxylimonen-2-one + NADPH + O2 + H(+) = (4R,7R)-7-hydroxy-4-isopropenyl-7-methyloxepan-2-one + NADP(+) + H2O	CHEBI:38249;CHEBI:57783;CHEBI:15379;CHEBI:15378;CHEBI:138597;CHEBI:58349;CHEBI:15377	EC:1.14.13.105 monocyclic monoterpene ketone monooxygenase	1
RHEA:53412	1.14.13.105	(1R,4S)-1-hydroxylimonen-2-one + NADPH + O2 + H(+) = (4S,7S)-7-hydroxy-4-isopropenyl-7-methyloxepan-2-one + NADP(+) + H2O	CHEBI:50245;CHEBI:57783;CHEBI:15379;CHEBI:15378;CHEBI:138596;CHEBI:58349;CHEBI:15377	EC:1.14.13.105 monocyclic monoterpene ketone monooxygenase	1
RHEA:53428	2.1.1.63	a 4-O-methyl-thymidine in DNA + L-cysteinyl-[protein] = a thymidine in DNA + S-methyl-L-cysteinyl-[protein]	CHEBI:137387;CHEBI:29950;CHEBI:137386;CHEBI:82612	EC:2.1.1.63 methylated-DNA--[protein]-cysteine S-methyltransferase	57722
RHEA:53720	2.7.1.221	N-acetyl-D-muramate + ATP = N-acetyl-alpha-D-muramate 1-phosphate + ADP + H(+)	CHEBI:28881;CHEBI:30616;CHEBI:137594;CHEBI:456216;CHEBI:15378	EC:2.7.1.221 N-acetylmuramate 1-kinase	4
RHEA:53724	2.7.1.162	N-acetyl-D-glucosamine + ATP = N-acetyl-alpha-D-glucosamine 1-phosphate + ADP + H(+)	CHEBI:506227;CHEBI:30616;CHEBI:57776;CHEBI:456216;CHEBI:15378	EC:2.7.1.162 N-acetylhexosamine 1-kinase	4
RHEA:53728	3.1.3.105	N-acetyl-D-muramate 6-phosphate + H2O = N-acetyl-D-muramate + phosphate	CHEBI:58722;CHEBI:15377;CHEBI:28881;CHEBI:43474	EC:3.1.3.105 N-acetyl-D-muramate 6-phosphate phosphatase	2
RHEA:53776	1.13.11.91	3-sulfanylpropanoate + O2 = 3-sulfinopropanoate + H(+)	CHEBI:86386;CHEBI:15379;CHEBI:137673;CHEBI:15378	EC:1.13.11.91 3-mercaptopropionate dioxygenase	1
RHEA:53924	2.1.1.49	a secondary amine + S-adenosyl-L-methionine = a methylated secondary amine + S-adenosyl-L-homocysteine + H(+)	CHEBI:137419;CHEBI:59789;CHEBI:137984;CHEBI:57856;CHEBI:15378	EC:2.1.1.49 amine N-methyltransferase	4
RHEA:53928	2.1.1.49	a tertiary amine + S-adenosyl-L-methionine = a methylated tertiary amine + S-adenosyl-L-homocysteine + H(+)	CHEBI:137982;CHEBI:59789;CHEBI:137983;CHEBI:57856;CHEBI:15378	EC:2.1.1.49 amine N-methyltransferase	4
RHEA:53944	1.3.1.105	2-ethyl-4-hydroxy-5-methyl-3(2H)-furanone + NADP(+) = (2E)-2-ethylidene-4-hydroxy-5-methylfuran-3(2H)-one + NADPH + H(+)	CHEBI:137995;CHEBI:58349;CHEBI:137994;CHEBI:57783;CHEBI:15378	EC:1.3.1.105 2-methylene-furan-3-one reductase	0
RHEA:54028	1.14.14.154	a 14alpha-methyl steroid + 3 reduced [NADPH--hemoprotein reductase] + 3 O2 = a Delta(14) steroid + formate + 3 oxidized [NADPH--hemoprotein reductase] + 4 H2O + 4 H(+)	CHEBI:138029;CHEBI:57618;CHEBI:15379;CHEBI:138031;CHEBI:15740;CHEBI:58210;CHEBI:15377;CHEBI:15378	EC:1.14.14.154 sterol 14alpha-demethylase	1331
RHEA:54052	4.2.3.173	(2E,6E)-farnesyl diphosphate + H2O = tau-cadinol + diphosphate	CHEBI:175763;CHEBI:15377;CHEBI:138042;CHEBI:33019	EC:4.2.3.173 tau-cadinol synthase	3
RHEA:54184	3.5.1.114	an N-acyl-aromatic L-alpha-amino acid + H2O = an aromatic L-alpha-amino acid + a carboxylate	CHEBI:138093;CHEBI:15377;CHEBI:84824;CHEBI:29067	EC:3.5.1.114 N-acyl-aromatic-L-amino acid amidohydrolase	2058
RHEA:54324	1.3.7.11	a 2,3-bis-O-phytanyl-sn-glycerol 1-phospholipid + 8 oxidized 2[4Fe-4S]-[ferredoxin] = a 2,3-bis-O-(geranylgeranyl)-sn-glycerol 1-phospholipid + 8 reduced 2[4Fe-4S]-[ferredoxin] + 16 H(+)	CHEBI:138139;CHEBI:33722;CHEBI:138140;CHEBI:33723;CHEBI:15378	EC:1.3.7.11 2,3-bis-O-geranylgeranyl-sn-glycero-phospholipid reductase	333
RHEA:54356	4.1.1.72	3-methyl-2-oxobutanoate + H(+) = 2-methylpropanal + CO2	CHEBI:11851;CHEBI:15378;CHEBI:48943;CHEBI:16526	EC:4.1.1.72 branched-chain-2-oxoacid decarboxylase	3
RHEA:54360	4.1.1.72	4-methyl-2-oxopentanoate + H(+) = 3-methylbutanal + CO2	CHEBI:17865;CHEBI:15378;CHEBI:16638;CHEBI:16526	EC:4.1.1.72 branched-chain-2-oxoacid decarboxylase	2
RHEA:54412	1.3.1.3	a 3-oxo-5beta-steroid + NADP(+) = a 3-oxo-Delta(4)-steroid + NADPH + H(+)	CHEBI:1624;CHEBI:58349;CHEBI:47909;CHEBI:57783;CHEBI:15378	EC:1.3.1.3 Delta(4)-3-oxosteroid 5beta-reductase	0
RHEA:54420	3.1.4.59	3',3'-c-di-AMP + H2O = 5'-O-phosphonoadenylyl-(3'->5')-adenosine + H(+)	CHEBI:71500;CHEBI:15377;CHEBI:138171;CHEBI:15378	EC:3.1.4.59 cyclic-di-AMP phosphodiesterase	5196
RHEA:54444	1.1.1.219	a (2R,3S,4S)-leucoanthocyanidin + NADP(+) = a (2R,3R)-dihydroflavonol + NADPH + H(+)	CHEBI:138176;CHEBI:58349;CHEBI:138188;CHEBI:57783;CHEBI:15378	EC:1.1.1.219 dihydroflavanol 4-reductase	1071
RHEA:54448	3.1.1.29	an N-acyl-L-alpha-aminoacyl-tRNA + H2O = an N-acyl-L-amino acid + a tRNA + H(+)	CHEBI:138191;CHEBI:15377;CHEBI:59874;CHEBI:78442;CHEBI:15378	EC:3.1.1.29 peptidyl-tRNA hydrolase	53045
RHEA:54532	3.5.1.128	N-(4-oxoglutaryl)-L-cysteinylglycine + H2O = L-cysteinylglycine + 2-oxoglutarate	CHEBI:138256;CHEBI:15377;CHEBI:61694;CHEBI:16810	EC:3.5.1.128 deaminated glutathione amidase	12
RHEA:54540	3.2.1.97	O(3)-[beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl]-L-threonyl-[protein] + H2O = beta-D-galactosyl-(1->3)-N-acetyl-D-galactosamine + L-threonyl-[protein]	CHEBI:137950;CHEBI:15377;CHEBI:546807;CHEBI:30013	EC:3.2.1.97 endo-alpha-N-acetylgalactosaminidase	3
RHEA:54580	2.7.1.78	a 5'-end dephospho-ribonucleoside-RNA + ATP = a 5'-end 5'-phospho-ribonucleoside-RNA + ADP + H(+)	CHEBI:138284;CHEBI:30616;CHEBI:138282;CHEBI:456216;CHEBI:15378	EC:2.7.1.78 polynucleotide 5'-hydroxyl-kinase	1389
RHEA:54660	4.1.2.47	an aromatic (S)-hydroxynitrile = an aromatic aldehyde + hydrogen cyanide	CHEBI:138306;CHEBI:33855;CHEBI:18407	EC:4.1.2.47 (S)-hydroxynitrile lyase	2
RHEA:54684	5.5.1.28	(2E,6E,10E)-geranylgeranyl diphosphate = (-)-kolavenyl diphosphate	CHEBI:58756;CHEBI:138310	EC:5.5.1.28 (-)-kolavenyl diphosphate synthase	4
RHEA:54688	4.4.1.4	alliin = allylsulfenate + 2-aminoprop-2-enoate	CHEBI:132987;CHEBI:138314;CHEBI:76565	EC:4.4.1.4 alliin lyase	1
RHEA:54712	2.1.1.244	N-terminal L-alanyl-L-prolyl-L-lysyl-[protein] + 3 S-adenosyl-L-methionine = N-terminal N,N,N-trimethyl-L-alanyl-L-prolyl-L-lysyl-[protein] + 3 S-adenosyl-L-homocysteine + 3 H(+)	CHEBI:138057;CHEBI:59789;CHEBI:138315;CHEBI:57856;CHEBI:15378	EC:2.1.1.244 protein N-terminal methyltransferase	4191
RHEA:54724	2.1.1.244	N-terminal L-seryl-L-prolyl-L-lysyl-[protein] + 3 S-adenosyl-L-methionine = N-terminal N,N,N-trimethyl-L-seryl-L-prolyl-L-lysyl-[protein] + 3 S-adenosyl-L-homocysteine + 3 H(+)	CHEBI:138061;CHEBI:59789;CHEBI:138317;CHEBI:57856;CHEBI:15378	EC:2.1.1.244 protein N-terminal methyltransferase	4191
